»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2015/12/9,÷ÿ∂»Œ€»æ,228,326,178,277,121,59,2.38,11
2015/12/10,÷–∂»Œ€»æ,183,304,143,220,87,43,1.9,34
2015/12/11,«·∂»Œ€»æ,114,246,85,123,51,35,1.3,21
2015/12/12,÷–∂»Œ€»æ,183,332,139,247,144,39,2.08,9
2015/12/13,¡º,66,147,40,70,50,19,0.83,47
2015/12/14,¡º,54,117,16,59,24,10,0.56,68
2015/12/15,¡º,74,214,24,96,70,10,0.56,62
2015/12/16,¡º,86,332,55,113,135,34,1.16,31
2015/12/17,¡º,95,333,61,124,97,33,1.39,28
2015/12/18,÷–∂»Œ€»æ,190,362,146,200,146,52,1.62,23
2015/12/19,«·∂»Œ€»æ,118,263,88,152,93,34,1.34,41
2015/12/20,—œ÷ÿŒ€»æ,289,355,231,337,182,67,2.75,28
2015/12/21,÷ÿ∂»Œ€»æ,249,307,196,290,130,57,2.31,40
2015/12/22,—œ÷ÿŒ€»æ,297,331,246,362,173,65,2.59,23
2015/12/23,—œ÷ÿŒ€»æ,365,344,319,465,207,66,3.87,15
2015/12/24,—œ÷ÿŒ€»æ,323,332,272,412,218,75,3.21,19
2015/12/25,¡º,75,150,25,97,68,26,0.84,58
2015/12/26,¡º,82,164,42,112,105,31,1.16,40
2015/12/27,¡º,92,231,59,121,135,35,1.25,32
2015/12/28,÷–∂»Œ€»æ,192,343,154,233,149,46,2,16
2015/12/29,÷ÿ∂»Œ€»æ,217,335,172,265,132,41,2.32,29
2015/12/30,¡º,78,120,49,94,140,40,1.43,28
2015/12/31,«·∂»Œ€»æ,116,171,84,138,172,42,1.75,32
2016/1/1,—œ÷ÿŒ€»æ,262,355,211,298,265,61,2.82,22
2016/1/2,÷ÿ∂»Œ€»æ,216,315,167,270,250,61,2.6,22
2016/1/3,÷ÿ∂»Œ€»æ,210,293,165,261,216,64,2.65,21
2016/1/4,¡º,72,115,31,93,114,28,0.87,39
2016/1/5,¡º,60,141,34,64,121,17,0.82,48
2016/1/6,«·∂»Œ€»æ,107,269,71,144,157,30,1.37,29
2016/1/7,¡º,61,145,36,73,128,22,0.93,41
2016/1/8,¡º,95,235,68,113,181,30,1.39,34
2016/1/9,÷–∂»Œ€»æ,168,290,127,211,233,41,1.95,26
2016/1/10,«·∂»Œ€»æ,119,239,77,139,140,27,1.38,38
2016/1/11,”≈,42,94,18,40,72,9,0.58,57
2016/1/12,¡º,77,239,45,96,148,23,1.13,37
2016/1/13,«·∂»Œ€»æ,113,271,82,146,178,31,1.44,30
2016/1/14,«·∂»Œ€»æ,133,280,100,162,209,38,1.62,26
2016/1/15,«·∂»Œ€»æ,125,257,90,167,175,31,1.52,32
2016/1/16,«·∂»Œ€»æ,104,203,52,149,114,21,1.13,49
2016/1/17,¡º,75,171,37,100,103,14,0.78,56
2016/1/18,¡º,76,184,45,98,138,21,0.93,48
2016/1/19,«·∂»Œ€»æ,105,212,72,135,153,26,1.38,35
2016/1/20,¡º,93,238,66,114,178,30,1.28,34
2016/1/21,¡º,89,264,48,121,117,21,1.03,40
2016/1/22,¡º,56,165,18,63,86,8,0.58,66
2016/1/23,¡º,65,234,9,80,51,3,0.36,85
2016/1/24,¡º,65,246,32,78,108,16,0.74,53
2016/1/25,¡º,85,299,60,103,146,27,1.22,32
2016/1/26,¡º,98,297,70,116,154,30,1.4,34
2016/1/27,«·∂»Œ€»æ,115,286,80,166,207,34,1.37,37
2016/1/28,«·∂»Œ€»æ,111,246,82,135,159,36,1.43,36
2016/1/29,«·∂»Œ€»æ,148,312,109,213,260,44,1.82,29
2016/1/30,¡º,81,220,30,111,112,16,0.7,56
2016/1/31,¡º,71,203,41,91,153,24,0.83,51
2016/2/1,«·∂»Œ€»æ,105,271,77,125,166,32,1.33,32
2016/2/2,¡º,99,198,69,114,161,31,1.41,40
2016/2/3,«·∂»Œ€»æ,122,256,90,170,211,37,1.69,38
2016/2/4,¡º,73,154,41,92,126,17,0.73,56
2016/2/5,”≈,48,77,16,45,91,11,0.38,77
2016/2/6,¡º,69,194,38,80,117,19,0.76,58
2016/2/7,¡º,81,175,34,109,77,11,0.4,85
2016/2/8,«·∂»Œ€»æ,129,141,96,147,180,28,1.07,60
2016/2/9,«·∂»Œ€»æ,107,256,78,123,194,28,1.24,60
2016/2/10,«·∂»Œ€»æ,142,318,107,159,194,36,1.73,49
2016/2/11,÷–∂»Œ€»æ,173,322,125,211,205,36,1.89,52
2016/2/12,÷ÿ∂»Œ€»æ,205,337,52,301,60,4,0.26,79
2016/2/13,¡º,65,261,30,77,96,8,0.34,71
2016/2/14,¡º,59,324,34,62,92,11,0.54,64
2016/2/15,«·∂»Œ€»æ,113,355,84,127,129,25,0.94,63
2016/2/16,«·∂»Œ€»æ,101,351,73,110,145,29,1.07,61
2016/2/17,¡º,92,325,64,107,120,25,0.91,57
2016/2/18,÷–∂»Œ€»æ,185,348,70,267,119,22,0.91,56
2016/2/19,÷–∂»Œ€»æ,182,337,36,252,46,4,0.54,95
2016/2/20,¡º,96,221,47,138,99,19,0.91,66
2016/2/21,«·∂»Œ€»æ,114,298,62,176,135,32,1.31,43
2016/2/22,«·∂»Œ€»æ,116,284,56,179,127,23,1.11,65
